Tag,Species,Site,Patch,Date,Timepoint,Tag.found,Bleaching.score.photo,Formalin.fixed,Sample.storage.location,Physiology.froze,Sample.storage.location,Molecular.froze,Sample.storage.location,Molecular.dna.rna.shield,Sample.storage.location,,,,,,,,,,
421,A. pulchra,Mahana,P4,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
422,A. pulchra,Mahana,P4,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
464,A. pulchra,Mahana,P4,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
423,A. pulchra,Mahana,P4,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
435,A. pulchra,Mahana,P4,3/15/22,4,"no, 419 tag sampled instead",yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
431,A. pulchra,Mahana,P4,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
439,A. pulchra,Mahana,P4,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
426,A. pulchra,Mahana,P5,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
437,A. pulchra,Mahana,P5,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
428,A. pulchra,Mahana,P5,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
447,A. pulchra,Mahana,P5,3/15/22,4,"tag not found, but location sampled",yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
432,A. pulchra,Mahana,P5,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
458,A. pulchra,Mahana,P5,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
438,A. pulchra,Mahana,P5,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
451,A. pulchra,Mahana,P5,3/15/22,4,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
462,A. pulchra,Mahana,P1,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
427,A. pulchra,Mahana,P1,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
414,A. pulchra,Mahana,P1,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
434,A. pulchra,Mahana,P1,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
433,A. pulchra,Mahana,P1,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
429,A. pulchra,Mahana,P2,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
449,A. pulchra,Mahana,P2,4/14/22,5,"tag not found, but location sampled",yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
415,A. pulchra,Mahana,P2,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
430,A. pulchra,Mahana,P2,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
416,A. pulchra,Mahana,P2,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
425,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
420,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
417,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
424,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
418,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
465,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
460,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
459,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
463,A. pulchra,Mahana,P3,4/14/22,5,"tag not found, but location sampled",yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
436,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
461,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
456,A. pulchra,Mahana,P3,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
448,A. pulchra,Mahana,P4,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
446,A. pulchra,Mahana,P4,4/14/22,5,"tag not found, but location sampled",yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
457,A. pulchra,Mahana,P4,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
421,A. pulchra,Mahana,P4,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
422,A. pulchra,Mahana,P4,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
464,A. pulchra,Mahana,P4,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
423,A. pulchra,Mahana,P4,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
435,A. pulchra,Mahana,P4,4/14/22,5,"no, 419 tag sampled instead",yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
431,A. pulchra,Mahana,P4,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
439,A. pulchra,Mahana,P4,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
426,A. pulchra,Mahana,P5,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
437,A. pulchra,Mahana,P5,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
428,A. pulchra,Mahana,P5,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
447,A. pulchra,Mahana,P5,4/14/22,5,"tag not found, but location sampled",yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
432,A. pulchra,Mahana,P5,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
458,A. pulchra,Mahana,P5,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
438,A. pulchra,Mahana,P5,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
451,A. pulchra,Mahana,P5,4/14/22,5,yes,yes,yes,Gump.LTER.TallFridge.4°C,yes,GUMP molecular -40,yes,GUMP molecular -40,yes,GUMP molecular -40,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
